yr,sub,cst_n,cst,mag,pev1
2011,North,epsom,12,1,48761
2011,North,hamilton east,13,1,45420
2011,North,hamilton west,14,1,44793
2011,North,helensville,16,1,47879
2011,North,hunua,17,1,47215
2011,North,hutt south,18,1,43215
2011,North,mana,23,1,44393
2011,North,Mangere,24,1,39534
2011,North,manukau east,25,1,41901
2011,North,manurewa,26,1,39461
2011,North,maungakiekie,27,1,46637
2011,North,mt albert,28,1,45208
2011,North,Mt Roskill,29,1,46332
2011,North,napier,30,1,44266
2011,North,new lynn,32,1,46139
2011,North,new plymouth,33,1,45354
2011,North,north shore,34,1,48963
2011,North,northcote,35,1,45675
2011,North,northland,36,1,44182
2011,North,Ohariu,37,1,46740
2011,North,Otaki,38,1,47483
2011,North,pakuranga,39,1,45912
2011,North,palmerston north,40,1,43524
2011,North,papakura,41,1,44164
2011,North,Rangitikei,44,1,41343
2011,North,rimutaka,45,1,44403
2011,North,rodney,46,1,49407
2011,North,rongotai,47,1,46153
2011,North,rotorua,48,1,42886
2011,North,Tamaki,50,1,49080
2011,North,taranaki-king country,52,1,41533
2011,North,Taupo,53,1,45800
2011,North,tauranga,54,1,48133
2011,North,Te Atatu,55,1,43746
2011,North,tukituki,59,1,44708
2011,North,waikato,61,1,42084
2011,North,wairarapa,63,1,46425
2011,North,waitakere,64,1,43143
2011,North,wellington central,66,1,48316
2011,North,whanganui,68,1,43673
2011,North,whangarei,69,1,46511
2011,South,christchurch central,4,1,39419
2011,South,christchurch east,5,1,39708
2011,South,clutha-southland,6,1,43395
2011,South,dunedin north,8,1,40356
2011,South,dunedin south,9,1,45818
2011,South,ilam,20,1,45258
2011,South,invercargill,21,1,45014
2011,South,Kaikoura,22,1,44958
2011,South,nelson,31,1,46817
2011,South,port hills,42,1,43511
2011,South,rangitata,43,1,48024
2011,South,selwyn,49,1,46937
2011,South,waimakariri,62,1,47387
2011,South,waitaki,65,1,49580
2011,South,west coast-tasman,67,1,44556
2011,South,wigram,70,1,45427
